State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,Latitude,Longitude
Michigan,Lenawee,2021,90,67,23,0,0,0,0,83,61,40,0,0,27,0,63,0,41.995568,-83.946559
Michigan,Missaukee,2021,90,76,14,0,0,0,0,67,55,32,0,0,0,0,90,0,44.310555,-84.891865
Michigan,Monroe,2021,15,14,1,0,0,0,0,51,31,16,0,0,0,0,0,15,41.886989,-83.364098
Michigan,Schoolcraft,2021,90,85,4,1,0,0,0,124,44,22,0,0,0,0,90,0,46.288877,-85.950227
Michigan,Tuscola,2021,59,59,0,0,0,0,0,50,39,33,0,0,59,0,0,0,43.6138,-83.3591
Michigan,Washtenaw,2021,90,90,0,0,0,0,0,50,43,33,0,0,90,0,0,0,42.416636,-83.902185
Michigan,Wayne,2021,91,91,0,0,0,0,0,23,13,9,91,0,0,0,0,0,42.270009,-83.162585
Michigan,Wexford,2021,59,58,1,0,0,0,0,51,39,33,0,0,59,0,0,0,44.18089,-85.738985
Minnesota,Saint Louis,2021,59,59,0,0,0,0,0,43,36,31,0,0,59,0,0,0,46.72938,-92.15998
Mississippi,Bolivar,2021,87,76,11,0,0,0,0,63,51,35,0,0,27,0,60,0,33.750838,-90.734175
Mississippi,DeSoto,2021,90,75,15,0,0,0,0,83,58,36,0,0,24,0,66,0,34.82166,-89.98783
Mississippi,Forrest,2021,90,72,18,0,0,0,0,92,54,40,0,0,0,0,90,0,31.323639,-89.287167
Mississippi,Hancock,2021,90,75,15,0,0,0,0,74,52,36,0,0,18,0,72,0,30.300833,-89.395916
Mississippi,Harrison,2021,90,76,14,0,0,0,0,85,53,38,0,0,16,0,74,0,30.390369,-89.049778
Mississippi,Hinds,2021,91,63,28,0,0,0,0,71,57,44,1,0,19,0,71,0,32.346722,-90.225667
Mississippi,Jackson,2021,90,77,13,0,0,0,0,75,53,37,0,0,19,0,71,0,30.378287,-88.53393
Mississippi,Lauderdale,2021,31,31,0,0,0,0,0,49,44,33,0,0,31,0,0,0,32.364565,-88.731491
Mississippi,Lee,2021,31,29,2,0,0,0,0,61,46,40,0,0,31,0,0,0,34.264917,-88.766222
Mississippi,Yalobusha,2021,58,58,0,0,0,0,0,47,41,31,0,0,58,0,0,0,34.002747,-89.799183
Missouri,Buchanan,2021,59,48,11,0,0,0,0,87,61,32,0,0,0,0,53,6,39.741694,-94.858584
Missouri,Cass,2021,59,53,6,0,0,0,0,74,54,27,0,0,0,0,59,0,38.75961,-94.57983
Missouri,Cedar,2021,59,51,8,0,0,0,0,65,53,30,0,0,0,0,59,0,37.70097,-94.03474
Missouri,Clay,2021,47,41,6,0,0,0,0,71,54,30,0,0,0,0,47,0,39.331913,-94.580931
Missouri,Franklin,2021,90,90,0,0,0,0,0,50,10,1,0,0,0,90,0,0,38.5486,-90.83725
Missouri,Greene,2021,59,56,3,0,0,0,0,63,43,16,0,0,0,0,36,23,37.319186,-93.204411
Missouri,Iron,2021,59,59,0,0,0,0,0,43,23,4,0,0,0,59,0,0,37.63211,-91.13565
Missouri,Jackson,2021,60,39,21,0,0,0,0,93,65,43,1,4,0,0,48,7,39.047911,-94.450513
Missouri,Jasper,2021,54,45,9,0,0,0,0,69,54,10,0,0,0,0,0,54,37.2385,-94.42468
Missouri,Jefferson,2021,90,85,5,0,0,0,0,65,45,25,0,0,0,33,55,2,38.10525,-90.29842
Missouri,Monroe,2021,59,59,0,0,0,0,0,46,34,28,0,0,58,0,0,1,39.474976,-91.788991
Missouri,New Madrid,2021,90,17,16,36,21,0,0,200,167,117,0,0,0,90,0,0,36.50899,-89.57099
Missouri,Saint Charles,2021,90,90,0,0,0,0,0,39,19,1,0,0,0,90,0,0,38.595607,-90.830618
Missouri,Saint Louis,2021,59,50,9,0,0,0,0,62,53,31,0,11,0,1,47,0,38.650329,-90.350313
Missouri,St. Louis City,2021,60,35,25,0,0,0,0,88,63,47,1,1,3,0,52,3,38.63114,-90.28115
Montana,Cascade,2021,31,31,0,0,0,0,0,28,18,12,0,0,0,0,31,0,47.494318,-111.303317
Montana,Fergus,2021,31,31,0,0,0,0,0,40,39,35,0,0,29,0,2,0,47.582225,-108.720383
Montana,Flathead,2021,59,53,6,0,0,0,0,65,51,34,0,0,38,0,11,10,48.5103,-113.99681
Montana,Gallatin,2021,60,58,2,0,0,0,0,54,38,20,8,14,0,0,38,0,45.683765,-111.056282
Montana,Lewis and Clark,2021,32,26,6,0,0,0,0,63,60,39,1,0,17,0,14,0,46.826103,-111.711573
Montana,Lincoln,2021,31,2,27,2,0,0,0,119,81,68,0,0,0,0,31,0,48.391545,-115.553309
Montana,Missoula,2021,31,6,23,2,0,0,0,104,91,65,0,0,2,0,29,0,47.17563,-113.476182
Montana,Phillips,2021,31,31,0,0,0,0,0,35,32,26,0,0,25,0,4,2,48.317507,-107.862471
Montana,Powder River,2021,30,29,1,0,0,0,0,58,42,32,0,0,23,0,5,2,45.440295,-105.370283
Montana,Ravalli,2021,31,28,3,0,0,0,0,56,45,18,0,0,0,0,31,0,45.859686,-114.001032
Montana,Richland,2021,31,29,2,0,0,0,0,67,46,30,0,0,26,0,4,1,47.8679,-104.676944
Montana,Rosebud,2021,31,30,1,0,0,0,0,52,35,30,0,0,27,0,3,1,45.648328,-106.557247
Montana,Sanders,2021,29,22,7,0,0,0,0,61,55,39,0,0,0,0,29,0,47.954771,-115.671925
Montana,Silver Bow,2021,31,28,3,0,0,0,0,77,50,20,0,0,0,0,25,6,46.002602,-112.501247
Montana,Yellowstone,2021,31,27,4,0,0,0,0,67,52,22,0,0,0,2,29,0,45.806311,-108.425978
Nebraska,Cass,2021,119,118,1,0,0,0,0,52,30,13,0,0,0,0,0,119,40.865557,-96.146955
Nebraska,Douglas,2021,91,69,22,0,0,0,0,74,65,36,1,0,36,6,46,2,41.316675,-95.946404
Nebraska,Hall,2021,120,104,16,0,0,0,0,75,52,26,0,0,0,0,120,0,40.915555,-98.378888
Nebraska,Knox,2021,59,59,0,0,0,0,0,48,38,32,0,0,59,0,0,0,42.829154,-97.854129
Nebraska,Lancaster,2021,20,15,5,0,0,0,0,65,56,27,0,0,0,2,18,0,40.55476,-96.78035
Nebraska,Sarpy,2021,80,64,16,0,0,0,0,86,67,31,0,0,0,0,80,0,41.133294,-95.956103
Nebraska,Scotts Bluff,2021,116,113,3,0,0,0,0,58,38,15,0,0,0,0,116,0,41.875556,-103.658056
Nebraska,Washington,2021,24,16,8,0,0,0,0,74,69,29,0,0,0,0,24,0,41.551211,-96.146175
Nevada,Clark,2021,91,57,33,1,0,0,0,112,74,48,1,3,46,0,38,3,36.569333,-115.676651
Nevada,White Pine,2021,59,59,0,0,0,0,0,45,44,40,0,0,59,0,0,0,39.00512,-114.21593
New Hampshire,Grafton,2021,57,57,0,0,0,0,0,43,39,35,0,0,57,0,0,0,43.944519,-71.700788
New Jersey,Mercer,2021,59,59,0,0,0,0,0,44,39,32,0,0,59,0,0,0,40.3125,-74.8729
New Mexico,Dona Ana,2021,90,56,30,1,1,1,1,438,74,46,0,1,45,0,7,37,32.322037,-106.768337
New Mexico,Eddy,2021,59,59,0,0,0,0,0,49,44,40,0,0,59,0,0,0,32.1783,-104.4406
New Mexico,Luna,2021,90,85,4,1,0,0,0,102,33,15,0,0,0,0,0,90,32.2558,-107.7227
New Mexico,San Juan,2021,90,90,0,0,0,0,0,43,42,37,0,2,88,0,0,0,36.8071,-108.69523
New York,Albany,2021,90,76,14,0,0,0,0,86,56,39,0,0,52,0,38,0,42.640931,-73.756511
New York,Bronx,2021,91,75,16,0,0,0,0,83,55,40,1,13,26,0,51,0,40.8679,-73.87809
New York,Chautauqua,2021,90,84,6,0,0,0,0,67,49,37,0,0,84,1,5,0,42.49963,-79.31881
New York,Dutchess,2021,90,90,0,0,0,0,0,50,42,35,0,0,90,0,0,0,41.78555,-73.74136
New York,Erie,2021,91,76,15,0,0,0,0,76,53,37,1,10,36,1,43,0,42.99813,-78.89926
New York,Essex,2021,90,85,5,0,0,0,0,64,47,42,0,0,89,0,1,0,43.9731,-74.2232
New York,Hamilton,2021,90,88,2,0,0,0,0,64,44,37,0,0,90,0,0,0,43.44957,-74.51625
New York,Jefferson,2021,86,83,3,0,0,0,0,64,44,37,0,0,86,0,0,0,44.08747,-75.97316
New York,Kings,2021,90,83,7,0,0,0,0,68,45,31,0,0,0,0,90,0,40.71961,-73.94771
New York,Monroe,2021,91,74,17,0,0,0,0,78,54,38,1,0,41,0,49,0,43.14618,-77.54817
New York,Nassau,2021,89,83,6,0,0,0,0,64,42,26,0,0,0,1,88,0,40.74316,-73.58549
New York,New York,2021,91,82,9,0,0,0,0,69,50,37,1,0,29,0,61,0,40.81976,-73.94825
New York,Niagara,2021,89,85,4,0,0,0,0,61,44,36,0,0,89,0,0,0,43.096373,-79.011447
New York,Oneida,2021,84,82,2,0,0,0,0,58,38,27,0,0,0,0,84,0,43.09892,-75.22506
New York,Onondaga,2021,90,79,11,0,0,0,0,64,52,38,0,0,60,0,30,0,43.05235,-76.05921
New York,Orange,2021,90,82,8,0,0,0,0,72,45,37,0,0,65,0,25,0,41.52375,-74.21534
New York,Oswego,2021,87,82,5,0,0,0,0,61,45,37,0,0,87,0,0,0,43.28428,-76.46324
New York,Putnam,2021,90,90,0,0,0,0,0,49,44,36,0,0,90,0,0,0,41.45589,-73.70977
New York,Queens,2021,91,77,14,0,0,0,0,79,54,40,1,20,23,1,46,0,40.739264,-73.817694
New York,Richmond,2021,89,82,7,0,0,0,0,71,45,36,0,0,29,0,60,0,40.58027,-74.19832
New York,Rockland,2021,89,85,4,0,0,0,0,61,44,35,0,0,65,0,24,0,41.18208,-74.02819
New York,Saratoga,2021,90,87,3,0,0,0,0,51,43,36,0,0,90,0,0,0,43.01209,-73.6489
New York,St. Lawrence,2021,90,68,16,6,0,0,0,116,90,17,0,0,0,90,0,0,44.965412,-74.875
New York,Steuben,2021,91,81,10,0,0,0,0,62,54,38,1,0,71,0,19,0,42.09142,-77.20978
New York,Suffolk,2021,90,84,6,0,0,0,0,72,48,39,0,0,62,0,28,0,40.82799,-73.05754
New York,Tompkins,2021,59,58,1,0,0,0,0,54,44,36,0,0,59,0,0,0,42.4006,-76.6538
New York,Wayne,2021,89,88,1,0,0,0,0,58,44,35,0,0,89,0,0,0,43.23086,-77.17136
New York,Westchester,2021,90,86,4,0,0,0,0,60,44,35,0,0,67,0,23,0,41.05192,-73.76366
North Carolina,Alexander,2021,31,27,4,0,0,0,0,80,51,43,0,0,31,0,0,0,35.9138,-81.191
North Carolina,Avery,2021,85,83,2,0,0,0,0,58,45,38,0,0,85,0,0,0,36.1058,-82.0454
North Carolina,Beaufort,2021,57,57,0,0,0,0,0,19,3,0,0,0,0,57,0,0,35.428,-76.7399
North Carolina,Brunswick,2021,57,55,2,0,0,0,0,57,31,0,0,0,0,57,0,0,33.942294,-78.019264
North Carolina,Buncombe,2021,90,88,2,0,0,0,0,64,46,26,0,0,31,0,59,0,35.481963,-82.509719
North Carolina,Caldwell,2021,31,30,1,0,0,0,0,71,49,42,0,0,31,0,0,0,35.9359,-81.5306
North Carolina,Carteret,2021,54,54,0,0,0,0,0,49,41,33,0,0,54,0,0,0,34.8848,-76.6203
North Carolina,Caswell,2021,37,36,1,0,0,0,0,77,47,39,0,0,31,0,0,6,36.307033,-79.467417
North Carolina,Catawba,2021,59,53,6,0,0,0,0,61,51,26,0,0,0,0,59,0,35.728889,-81.365556
North Carolina,Cumberland,2021,90,85,5,0,0,0,0,74,47,32,0,0,31,0,59,0,35.002304,-78.991692
North Carolina,Davidson,2021,59,47,12,0,0,0,0,66,58,35,0,0,0,0,59,0,35.8145,-80.2627
North Carolina,Durham,2021,90,86,4,0,0,0,0,67,46,34,0,0,31,0,59,0,36.032955,-78.904037
North Carolina,Edgecombe,2021,90,86,4,0,0,0,0,84,45,26,0,0,31,0,59,0,35.988278,-77.5843
North Carolina,Forsyth,2021,59,52,7,0,0,0,0,67,56,30,0,3,0,0,56,0,36.051805,-80.144933
North Carolina,Graham,2021,31,27,4,0,0,0,0,71,51,44,0,0,31,0,0,0,35.2578,-83.7955
North Carolina,Granville,2021,31,30,1,0,0,0,0,67,45,38,0,0,31,0,0,0,36.141111,-78.768056
North Carolina,Guilford,2021,90,85,5,0,0,0,0,87,45,28,0,0,31,0,56,3,36.109006,-79.802314
North Carolina,Haywood,2021,80,74,6,0,0,0,0,67,48,23,0,0,31,49,0,0,35.587144,-83.074156
North Carolina,Johnston,2021,90,88,2,0,0,0,0,80,46,30,0,0,31,0,59,0,35.59095,-78.4622
North Carolina,Lenoir,2021,59,57,2,0,0,0,0,77,47,28,0,0,31,0,0,28,35.2318,-77.5669
North Carolina,Lincoln,2021,31,29,2,0,0,0,0,67,47,41,0,0,31,0,0,0,35.438556,-81.27675
North Carolina,Macon,2021,58,58,0,0,0,0,0,45,40,33,0,0,58,0,0,0,35.0608,-83.4306
North Carolina,Martin,2021,31,30,1,0,0,0,0,74,46,40,0,0,31,0,0,0,35.81066,-76.9063
North Carolina,Mecklenburg,2021,91,74,17,0,0,0,0,71,53,38,1,2,40,0,48,0,35.281791,-80.851473
North Carolina,Mitchell,2021,59,59,0,0,0,0,0,50,41,19,0,0,0,0,59,0,35.912487,-82.062082
North Carolina,Montgomery,2021,59,55,4,0,0,0,0,58,45,34,0,0,29,0,30,0,35.2632,-79.8365
North Carolina,New Hanover,2021,90,88,2,0,0,0,0,71,43,30,0,0,31,0,59,0,34.23583,-77.9547
North Carolina,Northampton,2021,90,90,0,0,0,0,0,50,30,12,0,32,0,0,58,0,36.511708,-77.655389
North Carolina,Person,2021,31,28,3,0,0,0,0,84,49,42,0,0,31,0,0,0,36.49002,-79.058272
North Carolina,Pitt,2021,85,83,2,0,0,0,0,74,43,28,0,0,31,0,54,0,35.641276,-77.360126
North Carolina,Rockingham,2021,87,83,4,0,0,0,0,90,45,1,0,0,31,56,0,0,36.308889,-79.859167
North Carolina,Rowan,2021,89,83,6,0,0,0,0,67,48,35,0,0,68,0,21,0,35.551868,-80.395039
North Carolina,Swain,2021,85,68,17,0,0,0,0,76,62,43,0,0,26,0,59,0,35.498711,-83.310242
North Carolina,Union,2021,31,29,2,0,0,0,0,64,48,41,0,0,31,0,0,0,34.974039,-80.540622
North Carolina,Wake,2021,91,85,6,0,0,0,0,74,48,37,1,1,61,0,28,0,35.8652,-78.8197
North Carolina,Yancey,2021,31,25,6,0,0,0,0,77,51,46,0,0,31,0,0,0,35.765413,-82.264944
North Dakota,Billings,2021,59,55,4,0,0,0,0,58,38,31,0,0,54,0,5,0,46.8943,-103.37853
North Dakota,Burke,2021,59,55,4,0,0,0,0,72,48,31,0,0,44,1,14,0,48.64193,-102.4018
North Dakota,Burleigh,2021,60,51,8,0,1,0,0,152,58,30,1,4,22,0,33,0,46.825425,-100.76821
North Dakota,Cass,2021,59,44,15,0,0,0,0,82,66,31,0,3,26,0,30,0,46.933754,-96.85535
North Dakota,Dunn,2021,59,53,6,0,0,0,0,71,52,30,0,0,45,0,13,1,47.342423,-102.645864
North Dakota,McKenzie,2021,53,50,3,0,0,0,0,78,39,29,0,0,42,0,9,2,47.5812,-103.2995
North Dakota,Mercer,2021,59,53,6,0,0,0,0,64,51,30,0,0,44,0,15,0,47.400624,-101.929099
North Dakota,Oliver,2021,59,52,7,0,0,0,0,62,54,30,0,0,44,0,15,0,47.185833,-101.428056
North Dakota,Ward,2021,59,54,5,0,0,0,0,68,48,30,0,1,40,0,18,0,47.940861,-101.571583
Ohio,Allen,2021,59,46,13,0,0,0,0,68,59,36,0,0,0,0,59,0,40.770944,-84.0539
Ohio,Ashtabula,2021,59,59,0,0,0,0,0,11,9,7,0,0,0,59,0,0,41.959695,-80.572808
Ohio,Athens,2021,18,17,1,0,0,0,0,56,48,21,0,0,0,0,18,0,39.442165,-81.908827
Ohio,Belmont,2021,59,53,6,0,0,0,0,62,52,17,0,40,0,0,19,0,39.9679,-80.7464
Ohio,Butler,2021,90,51,38,1,0,0,0,101,72,48,0,0,28,0,58,4,39.5327,-84.7286
Ohio,Clark,2021,68,45,23,0,0,0,0,84,66,44,0,0,0,0,68,0,39.92882,-83.80949
Ohio,Clermont,2021,90,80,10,0,0,0,0,66,53,34,0,0,27,0,63,0,39.0828,-84.1441
Ohio,Columbiana,2021,59,59,0,0,0,0,0,28,8,0,0,0,0,49,0,10,40.634688,-80.545695
Ohio,Cuyahoga,2021,60,18,42,0,0,0,0,96,80,56,1,0,2,0,57,0,41.536942,-81.458871
Ohio,Fayette,2021,59,58,1,0,0,0,0,54,43,31,0,0,59,0,0,0,39.6359,-83.2605
Ohio,Franklin,2021,60,37,23,0,0,0,0,85,68,46,1,4,0,0,55,0,40.0877,-82.959773
Ohio,Gallia,2021,58,57,1,0,0,0,0,87,13,3,0,0,0,58,0,0,38.94945,-82.1104
Ohio,Guernsey,2021,59,57,2,0,0,0,0,59,26,3,0,0,0,59,0,0,39.983752,-81.562234
Ohio,Hamilton,2021,91,46,44,1,0,0,0,107,73,50,1,5,14,0,71,0,39.146025,-84.538375
Ohio,Hancock,2021,59,59,0,0,0,0,0,34,9,1,0,0,0,59,0,0,41.093169,-83.423448
Ohio,Harrison,2021,51,48,3,0,0,0,0,61,30,5,41,0,0,0,10,0,40.332933,-80.933401
Ohio,Jefferson,2021,56,38,18,0,0,0,0,95,62,39,0,0,0,4,52,0,40.259475,-80.639987
Ohio,Lake,2021,59,57,2,0,0,0,0,62,42,26,0,0,0,0,59,0,41.758462,-81.278129
Ohio,Lawrence,2021,59,43,16,0,0,0,0,75,66,35,0,0,0,0,59,0,38.508075,-82.659241
Ohio,Lorain,2021,59,43,16,0,0,0,0,74,59,35,0,0,0,0,59,0,41.463071,-82.114261
Ohio,Lucas,2021,59,51,8,0,0,0,0,71,55,29,0,0,0,0,59,0,41.679867,-83.4785
Ohio,Mahoning,2021,59,52,7,0,0,0,0,74,54,32,0,0,0,0,59,0,41.09596,-80.65847
Ohio,Medina,2021,59,45,14,0,0,0,0,76,60,36,0,0,0,0,59,0,41.0604,-81.9239
Ohio,Montgomery,2021,63,40,23,0,0,0,0,93,67,42,0,0,0,0,63,0,39.755969,-84.198674
Ohio,Morgan,2021,55,55,0,0,0,0,0,39,10,3,0,0,0,55,0,0,39.63223,-81.67005
Ohio,Noble,2021,59,59,0,0,0,0,0,48,42,31,0,0,59,0,0,0,39.9428,-81.3373
Ohio,Preble,2021,70,46,24,0,0,0,0,95,63,39,1,0,15,0,54,0,39.83562,-84.720524
Ohio,Scioto,2021,59,53,6,0,0,0,0,57,51,12,0,0,0,5,20,34,38.588034,-82.834973
Ohio,Stark,2021,90,54,36,0,0,0,0,92,72,45,0,0,20,0,70,0,40.93133,-81.123519
Ohio,Summit,2021,59,47,12,0,0,0,0,74,62,33,0,0,0,6,53,0,41.079159,-81.516235
Ohio,Trumbull,2021,59,49,10,0,0,0,0,74,60,35,0,0,0,0,59,0,41.23172,-80.80116
Ohio,Warren,2021,90,77,13,0,0,0,0,70,58,37,0,0,25,0,65,0,39.42689,-84.20077
Ohio,Washington,2021,59,59,0,0,0,0,0,29,24,4,0,0,0,59,0,0,39.43147,-81.50131
Oklahoma,Adair,2021,91,81,9,1,0,0,0,117,54,37,1,0,53,0,34,3,35.750735,-94.669697
Oklahoma,Canadian,2021,120,115,5,0,0,0,0,74,49,35,0,0,120,0,0,0,35.479215,-97.751503
Oklahoma,Carter,2021,87,64,23,0,0,0,0,68,58,38,0,0,0,0,87,0,34.244189,-97.462931
Oklahoma,Cleveland,2021,120,57,62,1,0,0,0,106,65,51,0,0,32,0,88,0,35.320105,-97.484099
Oklahoma,Comanche,2021,118,92,26,0,0,0,0,71,56,43,0,0,77,0,41,0,34.732404,-98.713351
Oklahoma,Creek,2021,119,107,12,0,0,0,0,74,51,36,0,0,119,0,0,0,36.105481,-96.361196
Oklahoma,Dewey,2021,120,107,13,0,0,0,0,68,51,39,0,0,89,0,31,0,36.158414,-98.931973
Oklahoma,Garfield,2021,116,115,1,0,0,0,0,64,13,0,0,0,0,116,0,0,36.512363,-97.845959
Oklahoma,Kay,2021,120,63,51,5,1,0,0,163,78,48,0,0,0,11,109,0,36.939969,-97.345
Oklahoma,Mayes,2021,32,31,1,0,0,0,0,58,46,39,0,0,32,0,0,0,36.228408,-95.249943
Oklahoma,Oklahoma,2021,121,63,57,1,0,0,0,104,67,49,1,3,47,0,69,1,35.614131,-97.475083
Oklahoma,Osage,2021,117,104,13,0,0,0,0,87,51,36,0,0,117,0,0,0,36.35586,-96.01243
Oklahoma,Pittsburg,2021,120,78,41,1,0,0,0,117,64,45,0,0,59,0,61,0,34.829396,-95.843642
Oklahoma,Sequoyah,2021,90,78,11,1,0,0,0,122,55,34,0,10,20,0,60,0,35.40814,-94.524413
Oklahoma,Tulsa,2021,121,65,54,1,1,0,0,163,71,49,1,0,44,0,76,0,35.901324,-96.012749
Oklahoma,Washington,2021,120,84,31,5,0,0,0,129,68,45,0,0,56,0,64,0,36.512368,-95.882622
Oregon,Lane,2021,29,25,4,0,0,0,0,58,55,25,0,0,0,0,29,0,43.799501,-123.053487
Pennsylvania,Adams,2021,78,78,0,0,0,0,0,50,43,36,0,0,78,0,0,0,39.9231,-77.3078
Pennsylvania,Allegheny,2021,91,54,36,1,0,0,0,123,72,44,1,0,28,2,59,1,40.308219,-79.869134
Pennsylvania,Armstrong,2021,66,64,2,0,0,0,0,77,44,36,0,0,66,0,0,0,40.814183,-79.56475
Pennsylvania,Beaver,2021,78,76,2,0,0,0,0,77,44,35,0,0,78,0,0,0,40.685019,-80.324775
Pennsylvania,Berks,2021,81,77,4,0,0,0,0,77,45,33,0,0,81,0,0,0,40.377222,-75.914444
Pennsylvania,Blair,2021,72,71,1,0,0,0,0,64,42,33,0,0,72,0,0,0,40.535278,-78.370833
Pennsylvania,Bradford,2021,66,64,2,0,0,0,0,54,44,38,0,0,66,0,0,0,41.705226,-76.512726
Pennsylvania,Bucks,2021,68,67,1,0,0,0,0,58,43,32,0,0,68,0,0,0,40.107222,-74.882222
Pennsylvania,Cambria,2021,66,64,2,0,0,0,0,58,44,36,0,0,66,0,0,0,40.309722,-78.915
Pennsylvania,Centre,2021,78,78,0,0,0,0,0,50,44,34,0,0,78,0,0,0,40.7208,-77.9319
Pennsylvania,Chester,2021,52,52,0,0,0,0,0,50,40,32,0,0,52,0,0,0,39.834461,-75.768242
Pennsylvania,Clearfield,2021,70,70,0,0,0,0,0,46,39,32,0,0,70,0,0,0,41.1175,-78.526194
Pennsylvania,Dauphin,2021,81,81,0,0,0,0,0,48,41,32,0,0,81,0,0,0,40.272222,-76.681389
Pennsylvania,Delaware,2021,78,78,0,0,0,0,0,45,42,32,0,0,78,0,0,0,39.818715,-75.413973
Pennsylvania,Elk,2021,58,58,0,0,0,0,0,49,42,35,0,0,58,0,0,0,41.598119,-78.767867
Pennsylvania,Erie,2021,38,38,0,0,0,0,0,49,43,33,0,0,38,0,0,0,42.14175,-80.038611
Pennsylvania,Fayette,2021,70,70,0,0,0,0,0,48,38,30,0,0,70,0,0,0,39.917663,-79.805499
Pennsylvania,Franklin,2021,73,73,0,0,0,0,0,50,40,33,0,0,73,0,0,0,39.961111,-77.475556
Pennsylvania,Greene,2021,75,73,2,0,0,0,0,71,44,32,0,0,75,0,0,0,39.80933,-80.26567
Pennsylvania,Indiana,2021,69,68,1,0,0,0,0,58,43,33,0,0,69,0,0,0,40.56333,-78.919972
Pennsylvania,Lackawanna,2021,79,78,1,0,0,0,0,51,41,33,0,0,79,0,0,0,41.442778,-75.623056
Pennsylvania,Lancaster,2021,86,85,1,0,0,0,0,61,44,35,0,0,86,0,0,0,40.043833,-76.1124
Pennsylvania,Lawrence,2021,79,79,0,0,0,0,0,41,32,26,0,0,79,0,0,0,40.995848,-80.346442
Pennsylvania,Lebanon,2021,66,66,0,0,0,0,0,49,42,35,0,0,66,0,0,0,40.337328,-76.383447
Pennsylvania,Lehigh,2021,67,67,0,0,0,0,0,50,40,31,0,0,67,0,0,0,40.611944,-75.4325
Pennsylvania,Luzerne,2021,76,76,0,0,0,0,0,48,41,34,0,0,76,0,0,0,41.265556,-75.846389
Pennsylvania,Lycoming,2021,75,75,0,0,0,0,0,46,40,32,0,0,75,0,0,0,41.266263,-77.231189
Pennsylvania,Mercer,2021,78,77,1,0,0,0,0,58,42,34,0,0,78,0,0,0,41.4271,-80.1451
Pennsylvania,Monroe,2021,65,64,1,0,0,0,0,58,42,34,0,0,65,0,0,0,41.08306,-75.32328
Pennsylvania,Montgomery,2021,77,77,0,0,0,0,0,49,43,33,0,0,77,0,0,0,40.112222,-75.309167
Pennsylvania,Northampton,2021,77,76,1,0,0,0,0,61,44,34,0,0,77,0,0,0,40.628056,-75.341111
Pennsylvania,Somerset,2021,58,58,0,0,0,0,0,47,41,31,0,0,58,0,0,0,39.9878,-79.2515
Pennsylvania,Tioga,2021,64,64,0,0,0,0,0,50,44,37,0,0,64,0,0,0,41.644722,-76.939167
Pennsylvania,Washington,2021,79,76,3,0,0,0,0,61,44,34,0,0,79,0,0,0,40.268963,-80.243995
Pennsylvania,Westmoreland,2021,66,66,0,0,0,0,0,42,33,26,0,0,66,0,0,0,40.392922,-79.024456
Pennsylvania,York,2021,81,80,1,0,0,0,0,64,42,35,0,0,81,0,0,0,39.8751,-76.912256
Rhode Island,Kent,2021,89,87,2,0,0,0,0,77,45,25,0,0,29,0,60,0,41.615237,-71.72
Rhode Island,Providence,2021,91,75,16,0,0,0,0,78,55,40,1,4,50,0,36,0,41.841039,-71.36097
Rhode Island,Washington,2021,90,88,2,0,0,0,0,74,42,27,0,0,31,0,59,0,41.377434,-71.524337
South Carolina,Aiken,2021,68,67,1,0,0,0,0,64,46,33,0,0,68,0,0,0,33.342226,-81.788731
South Carolina,Anderson,2021,40,38,2,0,0,0,0,64,47,41,0,0,40,0,0,0,34.635958,-82.810667
South Carolina,Berkeley,2021,48,47,1,0,0,0,0,54,46,36,0,0,48,0,0,0,33.183016,-80.030712
South Carolina,Charleston,2021,90,75,15,0,0,0,0,67,56,38,0,1,28,0,61,0,32.790984,-79.958694
South Carolina,Chesterfield,2021,90,81,9,0,0,0,0,64,51,34,0,0,48,0,42,0,34.615367,-80.198787
South Carolina,Darlington,2021,54,53,1,0,0,0,0,51,44,33,0,0,54,0,0,0,34.285696,-79.744859
South Carolina,Edgefield,2021,79,73,6,0,0,0,0,87,50,35,0,0,63,0,16,0,33.739963,-81.853635
South Carolina,Florence,2021,77,71,6,0,0,0,0,58,49,27,0,0,0,0,77,0,34.1675,-79.56266
South Carolina,Greenville,2021,90,73,17,0,0,0,0,99,58,38,0,4,45,0,41,0,34.751848,-82.256701
South Carolina,Horry,2021,41,38,3,0,0,0,0,54,46,38,0,0,41,0,0,0,33.8005,-78.9941
South Carolina,Lexington,2021,90,76,14,0,0,0,0,66,54,28,0,0,0,0,88,2,33.969145,-81.06629
South Carolina,Richland,2021,90,84,6,0,0,0,0,67,47,35,0,1,64,0,25,0,34.131262,-80.868318
South Carolina,Spartanburg,2021,81,73,8,0,0,0,0,76,49,36,0,0,47,0,34,0,34.955566,-81.924797
South Carolina,York,2021,90,87,3,0,0,0,0,61,44,30,0,0,62,28,0,0,34.9127,-80.8745
Tennessee,Blount,2021,60,59,1,0,0,0,0,51,42,34,1,0,59,0,0,0,35.603056,-83.783611
Tennessee,Claiborne,2021,58,57,1,0,0,0,0,54,40,30,0,0,58,0,0,0,36.46983,-83.826511
